id,name,supertype,types,price_date,normal_market,normal_low,normal_high,reverse_market,reverse_low,reverse_high,holo_market,holo_low,holo_high,month
swsh1-134,Bisharp,Pokémon,Metal,2025/03/17,0.06,0.01,8.99,0.44,0.19,1.99,,,,mar
swsh1-140,Snorlax,Pokémon,Colorless,2025/03/17,0.3,0.05,4.99,0.85,0.34,2.0,,,,mar
swsh1-144,Noctowl,Pokémon,Colorless,2025/03/17,0.14,0.07,2.0,0.39,0.24,2.35,,,,mar
swsh1-145,Minccino,Pokémon,Colorless,2025/03/17,0.08,0.01,8.99,0.22,0.1,2.0,,,,mar
swsh1-139,Zamazenta V,Pokémon,Metal,2025/03/17,,,,,,,0.76,0.44,9.99,mar
swsh1-143,Hoothoot,Pokémon,Colorless,2025/03/17,0.06,0.01,8.99,0.19,0.09,2.0,,,,mar
swsh1-147,Cinccino,Pokémon,Colorless,2025/03/17,0.31,0.14,2.34,0.73,0.25,4.95,,,,mar
swsh1-146,Minccino,Pokémon,Colorless,2025/03/17,0.11,0.01,8.99,0.21,0.11,2.0,,,,mar
swsh1-153,Wooloo,Pokémon,Colorless,2025/03/17,0.11,0.01,8.99,0.24,0.04,2.0,,,,mar
swsh1-132,Galarian Stunfisk,Pokémon,Metal,2025/03/17,0.06,0.01,8.99,0.37,0.23,1.04,,,,mar
swsh1-138,Zacian V,Pokémon,Metal,2025/03/17,,,,,,,0.69,0.3,89.0,mar
swsh1-141,Snorlax V,Pokémon,Colorless,2025/03/17,,,,,,,3.69,2.02,2016.0,mar
swsh1-142,Snorlax VMAX,Pokémon,Colorless,2025/03/17,,,,,,,32.64,23.77,179.0,mar
swsh1-150,Rookidee,Pokémon,Colorless,2025/03/17,0.07,0.01,8.99,0.2,0.09,1.4,,,,mar
swsh1-152,Wooloo,Pokémon,Colorless,2025/03/17,0.09,0.01,8.99,0.18,0.05,2.0,,,,mar
swsh1-149,Drampa,Pokémon,Colorless,2025/03/17,0.21,0.05,2.0,0.38,0.15,2.0,,,,mar
swsh1-151,Corvisquire,Pokémon,Colorless,2025/03/17,0.07,0.01,8.99,0.4,0.25,2.0,,,,mar
swsh1-154,Dubwool,Pokémon,Colorless,2025/03/17,0.09,0.01,8.99,0.29,0.15,1.0,,,,mar
swsh1-157,Bede,Trainer,,2025/03/17,0.1,0.01,8.99,0.29,0.05,2.0,,,,mar
swsh1-155,Cramorant V,Pokémon,Colorless,2025/03/17,,,,,,,0.48,0.19,89.0,mar
swsh1-156,Air Balloon,Trainer,,2025/03/17,0.11,0.02,8.99,0.63,0.25,2.99,,,,mar
swsh1-158,Big Charm,Trainer,,2025/03/17,0.08,0.01,8.99,0.62,0.24,2.94,,,,mar
swsh1-159,Crushing Hammer,Trainer,,2025/03/17,0.06,0.01,8.99,0.33,0.13,2.99,,,,mar
swsh1-160,Energy Retrieval,Trainer,,2025/03/17,0.09,0.04,8.99,0.36,0.13,5.99,,,,mar
swsh1-162,Energy Switch,Trainer,,2025/03/17,0.14,0.05,8.99,0.35,0.18,2.04,,,,mar
swsh1-164,Great Ball,Trainer,,2025/03/17,0.05,0.01,8.99,0.43,0.25,1.19,,,,mar
swsh1-169,Marnie,Trainer,,2025/03/17,,,,1.2,0.73,3.0,0.63,0.45,3.99,mar
swsh1-179,Quick Ball,Trainer,,2025/03/17,0.15,0.03,8.99,0.4,0.13,5.99,,,,mar
swsh1-180,Rare Candy,Trainer,,2025/03/17,0.11,0.02,8.99,0.32,0.15,2.49,,,,mar
swsh1-172,Pal Pad,Trainer,,2025/03/17,0.33,0.19,8.99,0.42,0.25,2.99,,,,mar
swsh1-173,Poké Kid,Trainer,,2025/03/17,0.09,0.02,8.99,0.23,0.1,2.0,,,,mar
swsh1-187,Dhelmise V,Pokémon,Grass,2025/03/17,,,,,,,2.36,1.0,20.0,mar
swsh1-175,Pokémon Catcher,Trainer,,2025/03/17,0.08,0.01,8.99,0.25,0.1,2.26,,,,mar
swsh1-178,Professor's Research (Professor Magnolia),Trainer,,2025/03/17,,,,0.31,0.15,2.31,0.18,0.04,2.0,mar
swsh1-181,Rotom Bike,Trainer,,2025/03/17,0.09,0.01,8.99,0.2,0.04,2.18,,,,mar
swsh1-182,Sitrus Berry,Trainer,,2025/03/17,0.07,0.01,8.99,0.15,0.06,2.0,,,,mar
swsh1-183,Switch,Trainer,,2025/03/17,0.1,0.01,8.99,0.22,0.11,2.0,,,,mar
swsh1-184,Team Yell Grunt,Trainer,,2025/03/17,0.05,0.01,8.99,0.13,0.05,2.0,,,,mar
swsh1-163,Evolution Incense,Trainer,,2025/03/17,0.25,0.09,8.99,2.57,1.99,10.99,,,,mar
swsh1-165,Hop,Trainer,,2025/03/17,0.07,0.01,89.0,0.33,0.15,2.0,,,,mar
swsh1-167,Lucky Egg,Trainer,,2025/03/17,0.08,0.01,8.99,0.19,0.06,2.0,,,,mar
swsh1-161,Energy Search,Trainer,,2025/03/17,0.12,0.05,8.99,0.46,0.25,2.0,,,,mar
swsh1-166,Hyper Potion,Trainer,,2025/03/17,0.1,0.02,8.99,0.41,0.24,1.49,,,,mar
swsh1-168,Lum Berry,Trainer,,2025/03/17,0.09,0.01,8.99,0.22,0.1,2.0,,,,mar
swsh1-171,Ordinary Rod,Trainer,,2025/03/17,0.22,0.08,8.99,0.34,0.19,3.47,,,,mar
swsh1-186,Aurora Energy,Energy,,2025/03/17,0.25,0.11,8.99,0.44,0.15,6.47,,,,mar
swsh1-170,Metal Saucer,Trainer,,2025/03/17,0.13,0.03,8.99,0.25,0.09,2.99,,,,mar
swsh1-174,Pokégear 3.0,Trainer,,2025/03/17,1.18,0.45,2.99,1.0,0.5,4.99,,,,mar
swsh1-176,Pokémon Center Lady,Trainer,,2025/03/17,0.1,0.03,8.99,0.22,0.06,2.0,,,,mar
swsh1-177,Potion,Trainer,,2025/03/17,0.05,0.01,8.99,0.18,0.04,2.0,,,,mar
swsh1-185,Vitality Band,Trainer,,2025/03/17,0.09,0.01,8.99,0.2,0.1,2.0,,,,mar
swsh1-191,Wobbuffet V,Pokémon,Psychic,2025/03/17,,,,,,,2.85,2.15,89.0,mar
swsh1-194,Sableye V,Pokémon,Darkness,2025/03/17,,,,,,,5.04,3.9,13.3,mar
swsh1-202,Team Yell Grunt,Trainer,,2025/03/17,,,,,,,2.81,1.6,89.0,mar
swsh1-204,Morpeko VMAX,Pokémon,Lightning,2025/03/17,,,,,,,7.49,6.0,49.99,mar
swsh1-206,Snorlax VMAX,Pokémon,Colorless,2025/03/17,,,,,,,48.44,40.0,179.0,mar
swsh1-211,Zacian V,Pokémon,Metal,2025/03/17,,,,,,,14.88,11.5,179.0,mar
swsh1-214,Metal Saucer,Trainer,,2025/03/17,,,,,,,3.52,2.0,89.0,mar
swsh1-215,Ordinary Rod,Trainer,,2025/03/17,,,,,,,4.44,3.8,20.99,mar
swsh1-188,Torkoal V,Pokémon,Fire,2025/03/17,,,,,,,3.27,2.0,89.0,mar
swsh1-190,Morpeko V,Pokémon,Lightning,2025/03/17,,,,,,,3.62,2.83,12.47,mar
swsh1-195,Zacian V,Pokémon,Metal,2025/03/17,,,,,,,3.49,2.49,29.99,mar
swsh1-199,Bede,Trainer,,2025/03/17,,,,,,,3.32,2.5,23.0,mar
swsh1-201,Professor's Research (Professor Magnolia),Trainer,,2025/03/17,,,,,,,4.1,3.0,29.0,mar
swsh1-203,Lapras VMAX,Pokémon,Water,2025/03/17,,,,,,,11.38,7.99,27.72,mar
swsh1-208,Marnie,Trainer,,2025/03/17,,,,,,,16.61,13.25,69.99,mar
swsh1-209,Professor's Research (Professor Magnolia),Trainer,,2025/03/17,,,,,,,4.5,3.68,19.99,mar
swsh1-212,Zamazenta V,Pokémon,Metal,2025/03/17,,,,,,,10.11,9.0,29.95,mar
swsh1-189,Lapras V,Pokémon,Water,2025/03/17,,,,,,,3.67,2.5,20.0,mar
swsh1-192,Indeedee V,Pokémon,Psychic,2025/03/17,,,,,,,1.66,0.98,20.0,mar
swsh1-193,Stonjourner V,Pokémon,Fighting,2025/03/17,,,,,,,1.6,1.0,20.0,mar
swsh1-198,Cramorant V,Pokémon,Colorless,2025/03/17,,,,,,,1.61,1.0,89.0,mar
swsh1-200,Marnie,Trainer,,2025/03/17,,,,,,,42.6,36.99,99.99,mar
swsh1-210,Team Yell Grunt,Trainer,,2025/03/17,,,,,,,4.18,3.48,89.0,mar
swsh1-196,Zamazenta V,Pokémon,Metal,2025/03/17,,,,,,,3.02,1.9,14.0,mar
swsh1-197,Snorlax V,Pokémon,Colorless,2025/03/17,,,,,,,13.51,13.22,102.35,mar
swsh1-205,Stonjourner VMAX,Pokémon,Fighting,2025/03/17,,,,,,,6.59,4.92,89.0,mar
swsh1-207,Bede,Trainer,,2025/03/17,,,,,,,4.55,3.72,14.99,mar
swsh1-213,Air Balloon,Trainer,,2025/03/17,,,,,,,4.04,2.75,89.0,mar
swsh1-216,Quick Ball,Trainer,,2025/03/17,,,,,,,12.1,10.26,41.9,mar
swsh10-2,Hisuian Voltorb,Pokémon,Grass,2025/03/17,0.06,0.01,10.0,0.27,0.19,4.95,,,,mar
swsh10-3,Hisuian Electrode,Pokémon,Grass,2025/03/17,0.07,0.01,10.0,0.18,0.04,4.95,,,,mar
swsh10-15,Petilil,Pokémon,Grass,2025/03/17,0.04,0.01,8.99,0.12,0.05,4.95,,,,mar
swsh10-16,Hisuian Lilligant,Pokémon,Grass,2025/03/17,,,,0.26,0.07,4.95,0.31,0.04,100.0,mar
swsh10-19,Rowlet,Pokémon,Grass,2025/03/17,0.05,0.01,19.95,0.16,0.04,4.95,,,,mar
swsh10-33,Mamoswine,Pokémon,Water,2025/03/17,0.17,0.01,100.0,0.25,0.08,4.95,,,,mar
swsh10-37,Regice,Pokémon,Water,2025/03/17,0.12,0.05,100.0,0.22,0.07,4.95,,,,mar
swsh10-42,Dewott,Pokémon,Water,2025/03/17,0.1,0.01,10.0,0.21,0.04,4.95,,,,mar
swsh10-43,Hisuian Basculin,Pokémon,Water,2025/03/17,0.06,0.01,8.99,0.26,0.03,4.95,,,,mar
swsh10-44,Hisuian Basculegion,Pokémon,Water,2025/03/17,0.12,0.01,100.0,0.2,0.06,4.95,,,,mar
swsh10-47,Bergmite,Pokémon,Water,2025/03/17,0.03,0.01,10.0,0.2,0.04,4.95,,,,mar
swsh10-48,Hisuian Avalugg,Pokémon,Water,2025/03/17,0.13,0.01,100.0,0.21,0.07,4.95,,,,mar
swsh10-61,Kirlia,Pokémon,Psychic,2025/03/17,0.08,0.01,10.0,0.19,0.04,4.95,,,,mar
swsh10-70,Hisuian Growlithe,Pokémon,Fighting,2025/03/17,0.08,0.01,19.95,0.22,0.05,4.95,,,,mar
swsh10-73,Machamp VMAX,Pokémon,Fighting,2025/03/17,,,,,,,4.33,3.0,89.0,mar
swsh10-76,Cranidos,Pokémon,Fighting,2025/03/17,0.08,0.01,8.99,0.21,0.04,4.95,,,,mar
swsh10-80,Hippowdon,Pokémon,Fighting,2025/03/17,0.05,0.01,10.0,0.15,0.05,4.95,,,,mar
swsh10-84,Hisuian Decidueye VSTAR,Pokémon,Fighting,2025/03/17,,,,,,,1.01,0.45,9.0,mar
swsh10-88,Hisuian Qwilfish,Pokémon,Darkness,2025/03/17,0.05,0.01,8.99,0.16,0.03,4.95,,,,mar
swsh10-91,Hisuian Overqwil,Pokémon,Darkness,2025/03/17,0.11,0.01,100.0,0.22,0.05,4.95,,,,mar
swsh10-94,Hisuian Sneasler V,Pokémon,Darkness,2025/03/17,,,,,,,0.56,0.39,89.0,mar
swsh10-99,Darkrai VSTAR,Pokémon,Darkness,2025/03/17,,,,,,,1.82,0.75,55.0,mar
swsh10-103,Nickit,Pokémon,Darkness,2025/03/17,0.05,0.01,10.0,0.21,0.1,4.95,,,,mar
swsh10-104,Thievul,Pokémon,Darkness,2025/03/17,0.08,0.01,100.0,0.18,0.03,4.95,,,,mar
swsh10-4,Scyther,Pokémon,Grass,2025/03/17,0.06,0.01,19.95,0.34,0.11,4.95,,,,mar
swsh10-8,Heracross,Pokémon,Grass,2025/03/17,0.06,0.01,19.95,0.21,0.07,4.95,,,,mar
swsh10-22,Rapidash,Pokémon,Fire,2025/03/17,0.13,0.01,100.0,0.22,0.06,4.95,,,,mar
swsh10-23,Cyndaquil,Pokémon,Fire,2025/03/17,0.06,0.01,10.0,0.18,0.05,4.95,,,,mar
swsh10-25,Heatran V,Pokémon,Fire,2025/03/17,,,,,,,0.89,0.39,65.0,mar
swsh10-39,Origin Forme Palkia V,Pokémon,Water,2025/03/17,,,,,,,0.78,0.38,20.0,mar
swsh10-45,Keldeo,Pokémon,Water,2025/03/17,,,,0.28,0.1,4.95,0.22,0.09,100.0,mar
swsh10-46,Radiant Greninja,Pokémon,Water,2025/03/17,,,,,,,3.17,1.49,18.99,mar
swsh10-52,Hisuian Typhlosion,Pokémon,Psychic,2025/03/17,,,,0.37,0.13,30.0,0.29,0.1,100.0,mar
swsh10-53,Hisuian Typhlosion V,Pokémon,Psychic,2025/03/17,,,,,,,1.07,0.39,89.0,mar
swsh10-54,Hisuian Typhlosion VSTAR,Pokémon,Psychic,2025/03/17,,,,,,,1.32,0.73,10.5,mar
swsh10-58,Misdreavus,Pokémon,Psychic,2025/03/17,0.05,0.01,19.95,0.19,0.06,4.95,,,,mar
swsh10-59,Mismagius,Pokémon,Psychic,2025/03/17,0.1,0.01,100.0,0.2,0.02,4.95,,,,mar
swsh10-62,Gallade,Pokémon,Psychic,2025/03/17,,,,0.36,0.11,4.95,0.34,0.1,100.0,mar
swsh10-64,Drifblim,Pokémon,Psychic,2025/03/17,0.05,0.01,8.99,0.14,0.04,4.95,,,,mar
swsh10-69,Wyrdeer,Pokémon,Psychic,2025/03/17,,,,0.3,0.15,4.95,0.3,0.09,100.0,mar
swsh10-72,Machamp V,Pokémon,Fighting,2025/03/17,,,,,,,1.26,0.69,89.0,mar
swsh10-74,Sudowoodo,Pokémon,Fighting,2025/03/17,0.04,0.01,10.0,0.2,0.04,4.95,,,,mar
swsh10-75,Regirock,Pokémon,Fighting,2025/03/17,0.14,0.05,100.0,0.21,0.04,4.95,,,,mar
swsh10-78,Lucario V,Pokémon,Fighting,2025/03/17,,,,,,,0.88,0.33,9.0,mar
swsh10-82,Hisuian Decidueye,Pokémon,Fighting,2025/03/17,,,,0.24,0.07,4.95,0.27,0.08,100.0,mar
swsh10-85,Kleavor,Pokémon,Fighting,2025/03/17,0.13,0.01,100.0,0.22,0.09,9.0,,,,mar
swsh10-89,Hisuian Qwilfish,Pokémon,Darkness,2025/03/17,0.04,0.01,10.0,0.16,0.05,4.95,,,,mar
swsh10-96,Mightyena,Pokémon,Darkness,2025/03/17,0.11,0.01,100.0,0.19,0.04,4.95,,,,mar
swsh10-5,Scyther,Pokémon,Grass,2025/03/17,0.06,0.01,8.99,0.22,0.03,4.95,,,,mar
swsh10-6,Yanma,Pokémon,Grass,2025/03/17,0.05,0.01,19.95,0.12,0.05,4.95,,,,mar
swsh10-9,Kricketot,Pokémon,Grass,2025/03/17,0.05,0.01,19.95,0.14,0.04,4.95,,,,mar
swsh10-10,Kricketune,Pokémon,Grass,2025/03/17,0.06,0.01,8.99,0.21,0.06,4.95,,,,mar
swsh10-11,Combee,Pokémon,Grass,2025/03/17,0.07,0.01,19.95,0.21,0.07,4.95,,,,mar
swsh10-12,Vespiquen,Pokémon,Grass,2025/03/17,0.08,0.01,100.0,0.15,0.05,4.95,,,,mar
swsh10-17,Hisuian Lilligant V,Pokémon,Grass,2025/03/17,,,,,,,0.68,0.25,14.99,mar
swsh10-18,Hisuian Lilligant VSTAR,Pokémon,Grass,2025/03/17,,,,,,,1.55,0.75,12.49,mar
swsh10-20,Dartrix,Pokémon,Grass,2025/03/17,0.04,0.01,10.0,0.2,0.05,4.95,,,,mar
swsh10-21,Ponyta,Pokémon,Fire,2025/03/17,0.09,0.01,19.95,0.19,0.04,4.95,,,,mar
swsh10-24,Quilava,Pokémon,Fire,2025/03/17,0.11,0.01,8.99,0.28,0.1,4.95,,,,mar
swsh10-27,Radiant Heatran,Pokémon,Fire,2025/03/17,,,,,,,0.47,0.01,10.0,mar
swsh10-30,Starmie V,Pokémon,Water,2025/03/17,,,,,,,0.69,0.29,5.66,mar
swsh10-32,Piloswine,Pokémon,Water,2025/03/17,0.08,0.01,10.0,0.2,0.03,4.95,,,,mar
swsh10-34,Mantine,Pokémon,Water,2025/03/17,0.08,0.01,19.95,0.18,0.06,4.95,,,,mar
swsh10-36,Whiscash,Pokémon,Water,2025/03/17,0.07,0.01,8.99,0.17,0.06,4.95,,,,mar
swsh10-38,Glaceon,Pokémon,Water,2025/03/17,0.23,0.06,100.0,0.37,0.15,4.99,,,,mar
swsh10-41,Oshawott,Pokémon,Water,2025/03/17,0.06,0.01,8.99,0.19,0.03,4.95,,,,mar
swsh10-55,Togepi,Pokémon,Psychic,2025/03/17,0.09,0.01,19.95,0.27,0.1,4.95,,,,mar
swsh10-56,Togetic,Pokémon,Psychic,2025/03/17,0.08,0.01,15.0,0.16,0.02,4.95,,,,mar
swsh10-57,Togekiss,Pokémon,Psychic,2025/03/17,,,,0.2,0.05,4.95,0.27,0.05,100.0,mar
swsh10-63,Drifloon,Pokémon,Psychic,2025/03/17,0.05,0.01,8.99,0.18,0.03,4.95,,,,mar
swsh10-68,Diancie,Pokémon,Psychic,2025/03/17,,,,0.3,0.17,4.95,0.3,0.08,100.0,mar
swsh10-77,Rampardos,Pokémon,Fighting,2025/03/17,,,,0.55,0.25,4.95,0.34,0.14,100.0,mar
swsh10-79,Hippopotas,Pokémon,Fighting,2025/03/17,0.03,0.01,10.0,0.16,0.04,4.95,,,,mar
swsh10-81,Radiant Hawlucha,Pokémon,Fighting,2025/03/17,,,,,,,0.36,0.1,19.95,mar
swsh10-83,Hisuian Decidueye V,Pokémon,Fighting,2025/03/17,,,,,,,0.57,0.34,89.0,mar
swsh10-87,Kleavor V,Pokémon,Fighting,2025/03/17,,,,,,,0.49,0.25,5.95,mar
swsh10-90,Hisuian Overqwil,Pokémon,Darkness,2025/03/17,0.07,0.01,8.99,0.19,0.04,4.95,,,,mar
swsh10-92,Hisuian Sneasel,Pokémon,Darkness,2025/03/17,0.08,0.01,10.0,0.19,0.01,4.95,,,,mar
swsh10-93,Hisuian Sneasler,Pokémon,Darkness,2025/03/17,,,,0.36,0.1,4.95,0.25,0.01,100.0,mar
swsh10-98,Darkrai V,Pokémon,Darkness,2025/03/17,,,,,,,1.29,0.25,19.95,mar
swsh10-1,Beedrill V,Pokémon,Grass,2025/03/17,,,,,,,0.73,0.25,89.0,mar
swsh10-7,Yanmega,Pokémon,Grass,2025/03/17,0.04,0.01,8.99,0.16,0.05,4.95,,,,mar
swsh10-13,Leafeon,Pokémon,Grass,2025/03/17,0.32,0.04,100.0,0.35,0.1,5.95,,,,mar
swsh10-14,Shaymin,Pokémon,Grass,2025/03/17,0.17,0.03,100.0,0.24,0.09,4.95,,,,mar
swsh10-26,Heatran VMAX,Pokémon,Fire,2025/03/17,,,,,,,1.68,0.93,7.95,mar
swsh10-28,Psyduck,Pokémon,Water,2025/03/17,0.1,0.01,19.95,0.3,0.05,4.95,,,,mar
swsh10-29,Golduck,Pokémon,Water,2025/03/17,0.08,0.01,19.95,0.16,0.03,4.95,,,,mar
swsh10-31,Swinub,Pokémon,Water,2025/03/17,0.05,0.01,8.99,0.18,0.02,4.95,,,,mar
swsh10-35,Barboach,Pokémon,Water,2025/03/17,0.05,0.01,10.0,0.13,0.03,4.95,,,,mar
swsh10-40,Origin Forme Palkia VSTAR,Pokémon,Water,2025/03/17,,,,,,,1.22,0.7,37.0,mar
swsh10-49,Galarian Mr. Rime V,Pokémon,Water,2025/03/17,,,,,,,0.62,0.25,89.0,mar
swsh10-50,Luxray V,Pokémon,Lightning,2025/03/17,,,,,,,1.53,0.75,89.0,mar
swsh10-51,Regieleki,Pokémon,Lightning,2025/03/17,0.14,0.02,100.0,0.22,0.05,4.95,,,,mar
swsh10-60,Ralts,Pokémon,Psychic,2025/03/17,0.23,0.02,10.0,1.65,0.4,7.95,,,,mar
swsh10-65,Uxie,Pokémon,Psychic,2025/03/17,0.06,0.01,8.99,0.21,0.04,4.95,,,,mar
swsh10-66,Mesprit,Pokémon,Psychic,2025/03/17,,,,0.35,0.14,4.95,0.29,0.01,100.0,mar
swsh10-67,Azelf,Pokémon,Psychic,2025/03/17,0.06,0.01,8.99,0.23,0.03,10.0,,,,mar
swsh10-71,Hisuian Arcanine,Pokémon,Fighting,2025/03/17,0.14,0.02,100.0,0.17,0.08,4.95,,,,mar
swsh10-86,Kleavor,Pokémon,Fighting,2025/03/17,,,,0.25,0.05,4.95,0.22,0.09,100.0,mar
swsh10-95,Poochyena,Pokémon,Darkness,2025/03/17,0.07,0.01,8.99,0.16,0.04,4.95,,,,mar
swsh10-97,Absol,Pokémon,Darkness,2025/03/17,,,,0.37,0.22,4.95,0.26,0.07,100.0,mar
swsh10-100,Hisuian Samurott,Pokémon,Darkness,2025/03/17,,,,0.29,0.17,4.95,0.31,0.1,100.0,mar
swsh10-101,Hisuian Samurott V,Pokémon,Darkness,2025/03/17,,,,,,,0.64,0.34,7.95,mar
swsh10-102,Hisuian Samurott VSTAR,Pokémon,Darkness,2025/03/17,,,,,,,1.4,0.88,89.0,mar
swsh10-116,Bisharp,Pokémon,Metal,2025/03/17,0.05,0.01,8.99,0.19,0.08,4.95,,,,mar
swsh10-119,Eevee,Pokémon,Colorless,2025/03/17,0.14,0.01,10.0,0.57,0.15,4.95,,,,mar
swsh10-120,Hoothoot,Pokémon,Colorless,2025/03/17,0.03,0.01,10.0,0.12,0.01,4.95,,,,mar
swsh10-123,Ursaring,Pokémon,Colorless,2025/03/17,0.07,0.01,8.99,0.23,0.06,4.95,,,,mar
swsh10-129,Chatot,Pokémon,Colorless,2025/03/17,0.05,0.01,8.99,0.14,0.04,4.95,,,,mar
swsh10-132,Hisuian Braviary,Pokémon,Colorless,2025/03/17,0.1,0.02,100.0,0.23,0.07,4.95,,,,mar
swsh10-139,Dark Patch,Trainer,,2025/03/17,0.19,0.09,8.99,0.75,0.2,7.95,,,,mar
swsh10-148,Jubilife Village,Trainer,,2025/03/17,0.05,0.01,8.99,0.13,0.01,4.95,,,,mar
swsh10-151,Spicy Seasoned Curry,Trainer,,2025/03/17,0.06,0.01,8.99,0.12,0.01,4.95,,,,mar
swsh10-153,Sweet Honey,Trainer,,2025/03/17,0.06,0.01,8.99,0.21,0.01,4.95,,,,mar
swsh10-178,Garchomp V,Pokémon,Dragon,2025/03/17,,,,,,,5.51,3.99,100.0,mar
swsh10-179,Oranguru V,Pokémon,Colorless,2025/03/17,,,,,,,3.11,1.97,20.0,mar
swsh10-184,Gardenia's Vigor,Trainer,,2025/03/17,,,,,,,8.21,5.99,57.0,mar
swsh10-186,Irida,Trainer,,2025/03/17,,,,,,,14.61,12.5,48.99,mar
swsh10-190,Hisuian Lilligant VSTAR,Pokémon,Grass,2025/03/17,,,,,,,6.43,5.2,24.95,mar
swsh10-191,Heatran VMAX,Pokémon,Fire,2025/03/17,,,,,,,7.11,4.86,35.5,mar
swsh10-195,Hisuian Decidueye VSTAR,Pokémon,Fighting,2025/03/17,,,,,,,6.63,4.86,17.95,mar
swsh10-204,Irida,Trainer,,2025/03/17,,,,,,,12.71,9.0,49.95,mar
swsh10-207,Zisu,Trainer,,2025/03/17,,,,,,,4.18,3.0,20.85,mar
swsh10-211,Choice Belt,Trainer,,2025/03/17,,,,,,,2.33,1.39,25.0,mar
swsh10-213,Path to the Peak,Trainer,,2025/03/17,,,,,,,6.17,4.0,33.0,mar
swsh10-114,Origin Forme Dialga VSTAR,Pokémon,Metal,2025/03/17,,,,,,,4.47,2.74,30.0,mar
swsh10-124,Ursaluna,Pokémon,Colorless,2025/03/17,0.14,0.01,100.0,0.24,0.09,4.95,,,,mar
swsh10-127,Glameow,Pokémon,Colorless,2025/03/17,0.03,0.01,8.99,0.15,0.03,4.95,,,,mar
swsh10-134,Wyrdeer V,Pokémon,Colorless,2025/03/17,,,,,,,0.52,0.22,89.0,mar
swsh10-142,Gapejaw Bog,Trainer,,2025/03/17,0.09,0.01,8.99,0.16,0.05,4.95,,,,mar
swsh10-145,Gutsy Pickaxe,Trainer,,2025/03/17,0.09,0.01,8.99,0.25,0.02,4.95,,,,mar
swsh10-146,Hisuian Heavy Ball,Trainer,,2025/03/17,0.38,0.1,8.99,0.55,0.31,7.95,,,,mar
swsh10-147,Irida,Trainer,,2025/03/17,,,,3.15,1.99,19.97,2.11,1.24,536.46,mar
swsh10-149,Kamado,Trainer,,2025/03/17,0.05,0.01,19.95,0.11,0.04,4.95,,,,mar
swsh10-152,Supereffective Glasses,Trainer,,2025/03/17,0.07,0.01,8.99,0.13,0.01,4.95,,,,mar
swsh10-155,Temple of Sinnoh,Trainer,,2025/03/17,0.12,0.09,8.99,0.24,0.1,4.95,,,,mar
swsh10-160,Beedrill V,Pokémon,Grass,2025/03/17,,,,,,,2.8,1.55,13.2,mar
swsh10-161,Beedrill V,Pokémon,Grass,2025/03/17,,,,,,,41.99,37.0,89.95,mar
swsh10-162,Hisuian Lilligant V,Pokémon,Grass,2025/03/17,,,,,,,2.45,1.25,19.95,mar
swsh10-163,Hisuian Lilligant V,Pokémon,Grass,2025/03/17,,,,,,,18.61,11.68,50.0,mar
swsh10-168,Luxray V,Pokémon,Lightning,2025/03/17,,,,,,,3.3,2.25,14.99,mar
swsh10-172,Machamp V,Pokémon,Fighting,2025/03/17,,,,,,,169.67,134.95,449.7,mar
swsh10-174,Hisuian Sneasler V,Pokémon,Darkness,2025/03/17,,,,,,,3.84,2.85,17.99,mar
swsh10-175,Hisuian Sneasler V,Pokémon,Darkness,2025/03/17,,,,,,,28.91,22.99,59.95,mar
swsh10-183,Cyllene,Trainer,,2025/03/17,,,,,,,3.8,2.87,29.97,mar
swsh10-193,Hisuian Typhlosion VSTAR,Pokémon,Psychic,2025/03/17,,,,,,,11.27,8.94,29.95,mar
swsh10-194,Machamp VMAX,Pokémon,Fighting,2025/03/17,,,,,,,9.4,7.99,30.0,mar
swsh10-199,Adaman,Trainer,,2025/03/17,,,,,,,5.41,3.5,26.05,mar
swsh10-200,Choy,Trainer,,2025/03/17,,,,,,,3.86,2.9,20.0,mar
swsh10-202,Gardenia's Vigor,Trainer,,2025/03/17,,,,,,,5.8,4.0,19.99,mar
swsh10-205,Kamado,Trainer,,2025/03/17,,,,,,,4.38,3.0,20.0,mar
swsh10-206,Roxanne,Trainer,,2025/03/17,,,,,,,5.7,4.0,20.0,mar
swsh10-208,Origin Forme Palkia VSTAR,Pokémon,Water,2025/03/17,,,,,,,9.27,7.5,49.95,mar
swsh10-212,Jubilife Village,Trainer,,2025/03/17,,,,,,,4.54,2.0,22.8,mar
swsh10-214,Temple of Sinnoh,Trainer,,2025/03/17,,,,,,,8.67,6.69,179.0,mar
swsh10-106,Magneton,Pokémon,Metal,2025/03/17,0.06,0.01,8.99,0.15,0.05,4.95,,,,mar
swsh10-107,Magnezone,Pokémon,Metal,2025/03/17,,,,0.31,0.1,4.95,0.2,0.08,100.0,mar
swsh10-109,Shieldon,Pokémon,Metal,2025/03/17,0.14,0.01,10.0,0.21,0.03,4.95,,,,mar
swsh10-113,Origin Forme Dialga V,Pokémon,Metal,2025/03/17,,,,,,,2.13,1.0,19.99,mar
swsh10-115,Pawniard,Pokémon,Metal,2025/03/17,0.08,0.01,8.99,0.21,0.05,4.95,,,,mar
swsh10-118,Regidrago,Pokémon,Dragon,2025/03/17,0.16,0.05,100.0,0.24,0.08,4.95,,,,mar
swsh10-125,Stantler,Pokémon,Colorless,2025/03/17,0.04,0.01,19.95,0.17,0.04,4.95,,,,mar
